/scratch/sdlab/john/nucmer_regen/assembly.fasta	/scratch/sdlab/john/nucmer_regen/reference.fasta
NUCMER
IDY]	[S1]	[E1]	[COV	[S2]	[E2]	[LEN	1]
scaffold6_size7605625_pilon	5750311	5755801	chromosome_6	140838	135335	5491	5504
scaffold6_size7605625_pilon	5756279	5759800	chromosome_6	135244	131734	3522	3511
scaffold6_size7605625_pilon	5759803	5762866	chromosome_6	130180	127120	3064	3061
scaffold6_size7605625_pilon	5762948	5767582	chromosome_6	126969	122234	4635	4736
scaffold6_size7605625_pilon	5767545	5797393	chromosome_6	122224	92397	29849	29828
scaffold6_size7605625_pilon	5798400	5813215	chromosome_6	92397	77626	14816	14772
scaffold6_size7605625_pilon	5813215	5815487	chromosome_6	77372	75120	2273	2253
scaffold6_size7605625_pilon	5815902	5840457	chromosome_6	74895	50334	24556	24562
scaffold6_size7605625_pilon	5840693	5862781	chromosome_6	44442	22331	22089	22112
scaffold6_size7605625_pilon	5862976	5866976	chromosome_6	22329	18333	4001	3997
scaffold6_size7605625_pilon	5866976	5869375	chromosome_6	17660	15308	2400	2353
scaffold6_size7605625_pilon	5869820	5870501	chromosome_6	15308	14627	682	682
scaffold6_size7605625_pilon	5870501	5872588	chromosome_6	14435	12356	2088	2080
scaffold6_size7605625_pilon	5873342	5875346	chromosome_6	10255	8236	2005	2020
scaffold6_size7605625_pilon	5878544	5878781	chromosome_6	44681	44446	238	236
scaffold6_size7605625_pilon	7131323	7131750	chromosome_6	503739	503312	428	428
scaffold6_size7605625_pilon	7312780	7315908	chromosome_6	4753112	4756236	3129	3125
scaffold6_size7605625_pilon	7472753	7473097	chromosome_6	484997	484646	345	352
scaffold14_size2782697_pilon	1	89809	chromosome_6	6224732	6314542	89809	89811
scaffold14_size2782697_pilon	119984	120121	chromosome_6	6337820	6337683	138	138
scaffold14_size2782697_pilon	120237	158937	chromosome_6	6337826	6376512	38701	38687
scaffold14_size2782697_pilon	159269	169695	chromosome_6	6376434	6386880	10427	10447
scaffold14_size2782697_pilon	181728	182376	chromosome_6	6403602	6404260	649	659
scaffold14_size2782697_pilon	194149	254182	chromosome_6	6407996	6468063	60034	60068
scaffold14_size2782697_pilon	254254	262348	chromosome_6	6468164	6476260	8095	8097
scaffold14_size2782697_pilon	263011	271748	chromosome_6	6476219	6484954	8738	8736
scaffold14_size2782697_pilon	289786	365543	chromosome_6	6501862	6577653	75758	75792
scaffold14_size2782697_pilon	380839	453973	chromosome_6	6614455	6687617	73135	73163
scaffold14_size2782697_pilon	484521	570843	chromosome_6	6710661	6797016	86323	86356
scaffold14_size2782697_pilon	570931	576414	chromosome_6	6797117	6802600	5484	5484
scaffold14_size2782697_pilon	576545	622574	chromosome_6	6802557	6848543	46030	45987
scaffold14_size2782697_pilon	622644	670338	chromosome_6	6848684	6896379	47695	47696
scaffold14_size2782697_pilon	681068	728361	chromosome_6	6905930	6953234	47294	47305
scaffold14_size2782697_pilon	728422	815920	chromosome_6	6953335	7040852	87499	87518
scaffold14_size2782697_pilon	815767	882970	chromosome_6	7040489	7107770	67204	67282
scaffold14_size2782697_pilon	883106	906778	chromosome_6	7107871	7131538	23673	23668
scaffold14_size2782697_pilon	917425	1015332	chromosome_6	7133199	7231123	97908	97925
scaffold14_size2782697_pilon	1015496	1118476	chromosome_6	7231118	7334085	102981	102968
scaffold14_size2782697_pilon	1153355	1286338	chromosome_6	7366119	7499099	132984	132981
scaffold14_size2782697_pilon	1362843	1363254	chromosome_6	7576285	7575874	412	412
scaffold14_size2782697_pilon	1399086	1572783	chromosome_6	7629167	7802888	173698	173722
scaffold14_size2782697_pilon	1572789	1750487	chromosome_6	7803103	7980728	177699	177626
scaffold14_size2782697_pilon	1750522	1819285	chromosome_6	7980829	8049580	68764	68752
scaffold14_size2782697_pilon	1829797	1830245	chromosome_6	8059899	8059451	449	449
scaffold14_size2782697_pilon	1830270	1830516	chromosome_6	8060170	8059924	247	247
scaffold14_size2782697_pilon	1888083	2031978	chromosome_6	8117739	8261621	143896	143883
scaffold14_size2782697_pilon	2057602	2106903	chromosome_6	8313013	8362339	49302	49327
scaffold14_size2782697_pilon	2106994	2227087	chromosome_6	8362450	8482547	120094	120098
scaffold14_size2782697_pilon	2227292	2307644	chromosome_6	8482505	8562901	80353	80397
scaffold14_size2782697_pilon	2348636	2368839	chromosome_6	8603850	8624055	20204	20206
scaffold14_size2782697_pilon	2368772	2520236	chromosome_6	8624161	8775653	151465	151493
scaffold14_size2782697_pilon	2551138	2551553	chromosome_6	8805582	8806012	416	431
scaffold14_size2782697_pilon	2589989	2679790	chromosome_6	8841055	8930892	89802	89838
scaffold14_size2782697_pilon	2685447	2770950	chromosome_6	8930888	9016396	85504	85509
scaffold14_size2782697_pilon	2770984	2774715	chromosome_6	9016680	9020411	3732	3732
scaffold18_size1145888_pilon	468236	468439	chromosome_6	478911	479115	204	205
scaffold15_size3084122_pilon	1344069	1350279	chromosome_6	572377	566187	6211	6191
scaffold26_size693267_pilon	87566	88067	chromosome_6	817087	816586	502	502
scaffold26_size693267_pilon	88159	90467	chromosome_6	815540	813231	2309	2310
scaffold26_size693267_pilon	112512	113017	chromosome_6	4810575	4811079	506	505
scaffold32_size125501_pilon	121397	125516	chromosome_6	4731451	4735572	4120	4122
scaffold20_size1052405_pilon	279039	279395	chromosome_6	4452641	4452996	357	356
scaffold20_size1052405_pilon	347018	387788	chromosome_6	4590278	4549504	40771	40775
scaffold20_size1052405_pilon	395490	395970	chromosome_6	4471986	4471506	481	481
scaffold20_size1052405_pilon	459889	460235	chromosome_6	504319	503971	347	349
scaffold24_size867617_pilon	702005	702701	chromosome_6	4548522	4547825	697	698
scaffold31_size143183_pilon	90707	94881	chromosome_6	4761078	4765252	4175	4175
scaffold36_size117760_pilon	80024	89762	chromosome_6	4600030	4590292	9739	9739
scaffold29_size338328_pilon	174706	175142	chromosome_6	521120	520688	437	433
scaffold1_size20154211_pilon	64704	64790	chromosome_7	6091948	6092034	87	87
scaffold1_size20154211_pilon	7312474	7316095	chromosome_7	3119596	3123218	3622	3623
scaffold1_size20154211_pilon	9716787	9719806	chromosome_7	4296423	4299446	3020	3024
scaffold1_size20154211_pilon	17012793	17014992	chromosome_7	4786841	4789040	2200	2200
scaffold10_size3638799_pilon	1516892	1518518	chromosome_7	47640	46014	1627	1627
scaffold13_size2841042_pilon	492645	492775	chromosome_7	6152510	6152378	131	133
scaffold2_size9099104_pilon	195672	196094	chromosome_7	4914	4484	423	431
scaffold2_size9099104_pilon	771626	771761	chromosome_7	2459	2594	136	136
scaffold2_size9099104_pilon	3202658	3203405	chromosome_7	6141261	6140514	748	748
scaffold2_size9099104_pilon	7383194	7383291	chromosome_7	1384580	1384483	98	98
scaffold6_size7605625_pilon	1595182	1601109	chromosome_7	3129596	3123674	5928	5923
scaffold3_size8431429_pilon	2409403	2409633	chromosome_7	1640575	1640349	231	227
scaffold3_size8431429_pilon	4211684	4212137	chromosome_7	1352936	1352467	454	470
scaffold5_size6089379_pilon	1	40750	chromosome_7	5260	46014	40750	40755
scaffold5_size6089379_pilon	40746	52552	chromosome_7	47636	59441	11807	11806
scaffold5_size6089379_pilon	52548	59385	chromosome_7	59401	66242	6838	6842
scaffold5_size6089379_pilon	59343	82727	chromosome_7	66343	89728	23385	23386
scaffold5_size6089379_pilon	88390	254248	chromosome_7	89729	255642	165859	165914
scaffold5_size6089379_pilon	310677	387728	chromosome_7	312112	389174	77052	77063
scaffold5_size6089379_pilon	388234	414411	chromosome_7	389275	415472	26178	26198
scaffold5_size6089379_pilon	414385	586510	chromosome_7	415577	587727	172126	172151
scaffold5_size6089379_pilon	586621	673101	chromosome_7	587662	674162	86481	86501
scaffold5_size6089379_pilon	674831	819075	chromosome_7	674062	818346	144245	144285
scaffold5_size6089379_pilon	819154	831050	chromosome_7	818447	830350	11897	11904
scaffold5_size6089379_pilon	831049	832045	chromosome_7	847015	848013	997	999
scaffold5_size6089379_pilon	832402	833671	chromosome_7	848376	849646	1270	1271
scaffold5_size6089379_pilon	833686	844391	chromosome_7	850130	860843	10706	10714
scaffold5_size6089379_pilon	844385	878940	chromosome_7	865922	900421	34556	34500
scaffold5_size6089379_pilon	879514	905616	chromosome_7	902281	928398	26103	26118
scaffold5_size6089379_pilon	905540	945248	chromosome_7	929067	968782	39709	39716
scaffold5_size6089379_pilon	947538	1190881	chromosome_7	1008632	1251991	243344	243360
scaffold5_size6089379_pilon	1234872	1237473	chromosome_7	1293389	1295993	2602	2605
scaffold5_size6089379_pilon	1237448	1250755	chromosome_7	1296094	1309401	13308	13308
scaffold5_size6089379_pilon	1250790	1256752	chromosome_7	1309761	1315730	5963	5970
scaffold5_size6089379_pilon	1256857	1258779	chromosome_7	1315953	1317876	1923	1924
scaffold5_size6089379_pilon	1261276	1268978	chromosome_7	1320190	1327892	7703	7703
scaffold5_size6089379_pilon	1268993	1270779	chromosome_7	1328003	1329790	1787	1788
scaffold5_size6089379_pilon	1293685	1293888	chromosome_7	1358427	1358219	204	209
scaffold5_size6089379_pilon	1318236	1319934	chromosome_7	1406582	1404889	1699	1694
scaffold5_size6089379_pilon	1320115	1325691	chromosome_7	1404801	1399350	5577	5452
scaffold5_size6089379_pilon	1326357	1329516	chromosome_7	1399369	1396144	3160	3226
scaffold5_size6089379_pilon	1329675	1329885	chromosome_7	1395985	1395775	211	211
scaffold5_size6089379_pilon	1333659	1334026	chromosome_7	1391646	1391279	368	368
scaffold5_size6089379_pilon	1337365	1340590	chromosome_7	1388295	1385136	3226	3160
scaffold5_size6089379_pilon	1340571	1346137	chromosome_7	1384482	1378815	5567	5668
scaffold5_size6089379_pilon	1386425	1578692	chromosome_7	1445207	1637474	192268	192268
scaffold5_size6089379_pilon	1644153	1646005	chromosome_7	1705412	1707265	1853	1854
scaffold5_size6089379_pilon	1645998	1649239	chromosome_7	1708188	1711428	3242	3241
scaffold5_size6089379_pilon	1653477	1748204	chromosome_7	1711569	1806289	94728	94721
scaffold5_size6089379_pilon	1747738	1883211	chromosome_7	1805632	1941120	135474	135489
scaffold5_size6089379_pilon	1883372	1958334	chromosome_7	1941120	2016103	74963	74984
scaffold5_size6089379_pilon	1968848	1970057	chromosome_7	2027104	2028315	1210	1212
scaffold5_size6089379_pilon	1972799	1973610	chromosome_7	2029909	2030720	812	812
scaffold5_size6089379_pilon	1990214	2014587	chromosome_7	2040721	2065097	24374	24377
scaffold5_size6089379_pilon	2022016	2118955	chromosome_7	2066868	2163828	96940	96961
scaffold5_size6089379_pilon	2118985	2179641	chromosome_7	2163708	2224379	60657	60672
scaffold5_size6089379_pilon	2179989	2274115	chromosome_7	2224480	2318624	94127	94145
scaffold5_size6089379_pilon	2345981	2542272	chromosome_7	2390637	2586958	196292	196322
scaffold5_size6089379_pilon	2580101	2580210	chromosome_7	2620154	2620045	110	110
scaffold5_size6089379_pilon	2583892	2584001	chromosome_7	2616363	2616254	110	110
scaffold5_size6089379_pilon	2631237	2631676	chromosome_7	2668275	2668719	440	445
scaffold5_size6089379_pilon	2631990	2698458	chromosome_7	2668718	2735199	66469	66482
scaffold5_size6089379_pilon	2698618	2712967	chromosome_7	2736135	2750490	14350	14356
scaffold5_size6089379_pilon	2728759	2941836	chromosome_7	2769174	2982289	213078	213116
scaffold5_size6089379_pilon	2948511	2997884	chromosome_7	3014037	3063440	49374	49404
scaffold5_size6089379_pilon	2998727	3003960	chromosome_7	3063541	3068774	5234	5234
scaffold5_size6089379_pilon	3003956	3047086	chromosome_7	3069347	3112533	43131	43187
scaffold5_size6089379_pilon	3120553	3123972	chromosome_7	3184476	3181056	3420	3421
scaffold5_size6089379_pilon	3127841	3217101	chromosome_7	3192209	3281457	89261	89249
scaffold5_size6089379_pilon	3222997	3262479	chromosome_7	3284692	3324169	39483	39478
scaffold5_size6089379_pilon	3276194	3276525	chromosome_7	291253	290903	332	351
scaffold5_size6089379_pilon	3286936	3352618	chromosome_7	3342977	3408640	65683	65664
scaffold5_size6089379_pilon	3359234	3464848	chromosome_7	3425104	3530663	105615	105560
scaffold5_size6089379_pilon	3464806	3629563	chromosome_7	3530815	3695537	164758	164723
scaffold5_size6089379_pilon	3635403	3783845	chromosome_7	3701326	3849703	148443	148378
scaffold5_size6089379_pilon	3784025	3784565	chromosome_7	3857982	3857436	541	547
scaffold5_size6089379_pilon	3785512	3785789	chromosome_7	3850141	3849864	278	278
scaffold5_size6089379_pilon	3799860	4056854	chromosome_7	3865003	4122008	256995	257006
scaffold5_size6089379_pilon	4056845	4081098	chromosome_7	4122239	4146502	24254	24264
scaffold5_size6089379_pilon	4124831	4182513	chromosome_7	4189823	4247434	57683	57612
scaffold5_size6089379_pilon	4189174	4192029	chromosome_7	4251926	4254781	2856	2856
scaffold5_size6089379_pilon	4192005	4222694	chromosome_7	4254882	4285578	30690	30697
scaffold5_size6089379_pilon	4222700	4227850	chromosome_7	4285875	4291025	5151	5151
scaffold5_size6089379_pilon	4228479	4232702	chromosome_7	4292190	4296417	4224	4228
scaffold5_size6089379_pilon	4235841	4244120	chromosome_7	4301060	4309342	8280	8283
scaffold5_size6089379_pilon	4290473	4435886	chromosome_7	4359671	4505135	145414	145465
scaffold5_size6089379_pilon	4441501	4447886	chromosome_7	4505131	4511526	6386	6396
scaffold5_size6089379_pilon	4448657	4454391	chromosome_7	4512388	4518114	5735	5727
scaffold5_size6089379_pilon	4455253	4635536	chromosome_7	4524554	4704899	180284	180346
scaffold5_size6089379_pilon	4636050	4658175	chromosome_7	4705001	4727129	22126	22129
scaffold5_size6089379_pilon	4658275	4665727	chromosome_7	4727129	4734582	7453	7454
scaffold5_size6089379_pilon	4665732	4671692	chromosome_7	4735438	4741394	5961	5957
scaffold5_size6089379_pilon	4671698	4713906	chromosome_7	4741495	4783703	42209	42209
scaffold5_size6089379_pilon	4714273	4803273	chromosome_7	4794696	4883699	89001	89004
scaffold5_size6089379_pilon	4803215	4829992	chromosome_7	4883585	4910359	26778	26775
scaffold5_size6089379_pilon	4830271	4906011	chromosome_7	4910460	4986204	75741	75745
scaffold5_size6089379_pilon	4906585	4959392	chromosome_7	4986201	5038996	52808	52796
scaffold5_size6089379_pilon	4962086	5056221	chromosome_7	5039227	5133375	94136	94149
scaffold5_size6089379_pilon	5056434	5060184	chromosome_7	5133476	5137235	3751	3760
scaffold5_size6089379_pilon	5061094	5204283	chromosome_7	5137519	5280722	143190	143204
scaffold5_size6089379_pilon	5219813	5278851	chromosome_7	5295872	5354926	59039	59055
scaffold5_size6089379_pilon	5278812	5474893	chromosome_7	5355033	5551162	196082	196130
scaffold5_size6089379_pilon	5511699	5511895	chromosome_7	5608177	5607981	197	197
scaffold5_size6089379_pilon	5513959	5514469	chromosome_7	5606318	5605813	511	506
scaffold5_size6089379_pilon	5514920	5516002	chromosome_7	5605482	5604400	1083	1083
scaffold5_size6089379_pilon	5517274	5518983	chromosome_7	5603406	5601687	1710	1720
scaffold5_size6089379_pilon	5525422	5527141	chromosome_7	5595248	5593539	1720	1710
scaffold5_size6089379_pilon	5528135	5529217	chromosome_7	5592266	5591184	1083	1083
scaffold5_size6089379_pilon	5529548	5530053	chromosome_7	5590733	5590223	506	511
scaffold5_size6089379_pilon	5531716	5531912	chromosome_7	5588159	5587963	197	197
scaffold5_size6089379_pilon	5545690	5733781	chromosome_7	5626358	5814456	188092	188099
scaffold8_size5106655_pilon	701296	701726	chromosome_7	2388132	2387698	431	435
scaffold8_size5106655_pilon	4494708	4495353	chromosome_7	3116035	3116680	646	646
scaffold9_size10157462_pilon	6335170	6335247	chromosome_7	6091454	6091377	78	78
scaffold12_size3125078_pilon	2517455	2517701	chromosome_7	844824	844578	247	247
scaffold12_size3125078_pilon	3042024	3042923	chromosome_7	3119596	3118699	900	898
scaffold4_size6206177_pilon	2554858	2555605	chromosome_7	3115288	3116035	748	748
scaffold7_size5221019_pilon	4574779	4656866	chromosome_7	5814561	5896662	82088	82102
scaffold7_size5221019_pilon	4670089	4677886	chromosome_7	5909841	5917581	7798	7741
scaffold7_size5221019_pilon	4678122	4714100	chromosome_7	5917684	5953666	35979	35983
scaffold7_size5221019_pilon	4713990	4803786	chromosome_7	5953436	6043248	89797	89813
scaffold7_size5221019_pilon	4845545	4845745	chromosome_7	6084749	6084549	201	201
scaffold7_size5221019_pilon	4959312	5124545	chromosome_7	6194188	6359440	165234	165253
scaffold7_size5221019_pilon	5124809	5187160	chromosome_7	6359440	6421803	62352	62364
scaffold11_size3602915_pilon	790062	795152	chromosome_7	860837	865927	5091	5091
scaffold11_size3602915_pilon	2657456	2663128	chromosome_7	4524177	4518505	5673	5673
scaffold22_size972611_pilon	30691	31858	chromosome_7	4292189	4291022	1168	1168
scaffold21_size1110260_pilon	1018216	1024579	chromosome_7	995811	989448	6364	6364
scaffold28_size567115_pilon	487477	487553	chromosome_7	1641587	1641511	77	77
scaffold9_size10157462_pilon	4119093	4120699	chromosome_8	1667611	1669217	1607	1607
scaffold9_size10157462_pilon	4196969	4204515	chromosome_8	5033832	5026286	7547	7547
scaffold9_size10157462_pilon	4208888	4254408	chromosome_8	5021967	4976441	45521	45527
scaffold9_size10157462_pilon	4254401	4339875	chromosome_8	4976375	4890879	85475	85497
scaffold9_size10157462_pilon	4339871	4406250	chromosome_8	4889937	4823539	66380	66399
scaffold9_size10157462_pilon	4407125	4418878	chromosome_8	4823438	4811681	11754	11758
scaffold9_size10157462_pilon	4420563	4423240	chromosome_8	4811579	4808906	2678	2674
scaffold9_size10157462_pilon	4425556	4429908	chromosome_8	4789335	4784969	4353	4367
scaffold9_size10157462_pilon	4434714	4438118	chromosome_8	4780616	4777212	3405	3405
scaffold9_size10157462_pilon	4443643	4446139	chromosome_8	4806419	4803921	2497	2499
scaffold9_size10157462_pilon	4457894	4531358	chromosome_8	4750964	4677487	73465	73478
scaffold9_size10157462_pilon	4531437	4622109	chromosome_8	4677386	4586676	90673	90711
scaffold9_size10157462_pilon	4628392	4691113	chromosome_8	4586575	4523834	62722	62742
scaffold9_size10157462_pilon	4692303	4696951	chromosome_8	4523490	4518840	4649	4651
scaffold9_size10157462_pilon	4700956	4717823	chromosome_8	4514978	4498083	16868	16896
scaffold9_size10157462_pilon	4717825	4720286	chromosome_8	4497959	4495490	2462	2470
scaffold9_size10157462_pilon	4720511	4725240	chromosome_8	4494722	4489991	4730	4732
scaffold9_size10157462_pilon	4727195	4730945	chromosome_8	4488034	4484297	3751	3738
scaffold9_size10157462_pilon	4730949	4807469	chromosome_8	4484196	4407664	76521	76533
scaffold9_size10157462_pilon	4807531	4818135	chromosome_8	4407560	4396955	10605	10606
scaffold9_size10157462_pilon	4826412	4880962	chromosome_8	4386954	4332373	54551	54582
scaffold9_size10157462_pilon	4881215	4913205	chromosome_8	4332272	4300279	31991	31994
scaffold9_size10157462_pilon	4940046	4951629	chromosome_8	4300383	4288800	11584	11584
scaffold9_size10157462_pilon	4951882	4968823	chromosome_8	4284349	4267404	16942	16946
scaffold9_size10157462_pilon	4968950	5061972	chromosome_8	4267232	4174201	93023	93032
scaffold9_size10157462_pilon	5062013	5187228	chromosome_8	4174100	4048864	125216	125237
scaffold9_size10157462_pilon	5202766	5283826	chromosome_8	4020225	3939140	81061	81086
scaffold9_size10157462_pilon	5284100	5327691	chromosome_8	3939039	3895443	43592	43597
scaffold9_size10157462_pilon	5327807	5393048	chromosome_8	3895339	3830084	65242	65256
scaffold9_size10157462_pilon	5393931	5402343	chromosome_8	3829172	3820753	8413	8420
scaffold9_size10157462_pilon	5402386	5474348	chromosome_8	3820087	3748108	71963	71980
scaffold9_size10157462_pilon	5474940	5491224	chromosome_8	3748007	3731738	16285	16270
scaffold9_size10157462_pilon	5491391	5516942	chromosome_8	3731627	3706076	25552	25552
scaffold9_size10157462_pilon	5516965	5574779	chromosome_8	3705975	3648135	57815	57841
scaffold9_size10157462_pilon	5598936	5739018	chromosome_8	3622377	3482279	140083	140099
scaffold9_size10157462_pilon	5738968	5756754	chromosome_8	3482163	3464357	17787	17807
scaffold9_size10157462_pilon	5760425	5787390	chromosome_8	3458138	3431154	26966	26985
scaffold9_size10157462_pilon	5787792	5811475	chromosome_8	3431020	3407330	23684	23691
scaffold9_size10157462_pilon	5811478	5841269	chromosome_8	3407222	3377427	29792	29796
scaffold9_size10157462_pilon	5842673	5888487	chromosome_8	3377000	3331162	45815	45839
scaffold9_size10157462_pilon	5889699	5893670	chromosome_8	3329459	3325482	3972	3978
scaffold9_size10157462_pilon	5898204	5900316	chromosome_8	3321549	3319433	2113	2117
scaffold9_size10157462_pilon	5900652	5914055	chromosome_8	3319278	3305864	13404	13415
scaffold9_size10157462_pilon	5914207	5921211	chromosome_8	3279631	3272626	7005	7006
scaffold9_size10157462_pilon	5921275	5932783	chromosome_8	3270467	3258947	11509	11521
scaffold9_size10157462_pilon	5932874	5936382	chromosome_8	3258846	3255334	3509	3513
scaffold9_size10157462_pilon	5936516	5972890	chromosome_8	3255017	3218640	36375	36378
scaffold9_size10157462_pilon	5998606	6035144	chromosome_8	3189779	3153229	36539	36551
scaffold9_size10157462_pilon	6042399	6050434	chromosome_8	3147542	3139503	8036	8040
scaffold9_size10157462_pilon	6090399	6095748	chromosome_8	2711689	2706339	5350	5351
scaffold9_size10157462_pilon	6098130	6145028	chromosome_8	2704738	2657853	46899	46886
scaffold9_size10157462_pilon	6146169	6162771	chromosome_8	2657867	2641286	16603	16582
scaffold9_size10157462_pilon	6162741	6168792	chromosome_8	2641185	2635132	6052	6054
scaffold9_size10157462_pilon	6176318	6264730	chromosome_8	2627350	2538925	88413	88426
scaffold9_size10157462_pilon	6264743	6306916	chromosome_8	2538975	2496785	42174	42191
scaffold9_size10157462_pilon	6308638	6319147	chromosome_8	2496684	2486178	10510	10507
scaffold9_size10157462_pilon	6319131	6333643	chromosome_8	2485661	2471151	14513	14511
scaffold9_size10157462_pilon	6340996	6392120	chromosome_8	2456085	2404956	51125	51130
scaffold9_size10157462_pilon	6392119	6459077	chromosome_8	2405041	2338074	66959	66968
scaffold9_size10157462_pilon	6459068	6461515	chromosome_8	2337973	2335523	2448	2451
scaffold9_size10157462_pilon	6461494	6473671	chromosome_8	2335419	2323235	12178	12185
scaffold9_size10157462_pilon	6473814	6548912	chromosome_8	2323257	2248156	75099	75102
scaffold9_size10157462_pilon	6599311	6724346	chromosome_8	2197449	2072391	125036	125059
scaffold9_size10157462_pilon	6725808	6757583	chromosome_8	2060373	2028609	31776	31765
scaffold9_size10157462_pilon	6757704	6784491	chromosome_8	2028637	2001839	26788	26799
scaffold9_size10157462_pilon	6801935	7038792	chromosome_8	1982331	1745437	236858	236895
scaffold9_size10157462_pilon	7038813	7064435	chromosome_8	1745336	1719695	25623	25642
scaffold9_size10157462_pilon	7070599	7077692	chromosome_8	1713381	1706285	7094	7097
scaffold9_size10157462_pilon	7080097	7086206	chromosome_8	1703373	1697262	6110	6112
scaffold9_size10157462_pilon	7086185	7089876	chromosome_8	1697161	1693470	3692	3692
scaffold9_size10157462_pilon	7090023	7104465	chromosome_8	1693272	1678824	14443	14449
scaffold9_size10157462_pilon	7104618	7106690	chromosome_8	1678723	1676634	2073	2090
scaffold9_size10157462_pilon	7106801	7108852	chromosome_8	1675477	1673426	2052	2052
scaffold9_size10157462_pilon	7109384	7113107	chromosome_8	1672936	1669213	3724	3724
scaffold9_size10157462_pilon	7114750	7127184	chromosome_8	1667610	1655173	12435	12438
scaffold9_size10157462_pilon	7127402	7150021	chromosome_8	1655072	1632439	22620	22634
scaffold9_size10157462_pilon	7150003	7164466	chromosome_8	1632343	1617876	14464	14468
scaffold9_size10157462_pilon	7168108	7172248	chromosome_8	1578372	1574229	4141	4144
scaffold9_size10157462_pilon	7173372	7187936	chromosome_8	1573612	1559046	14565	14567
scaffold9_size10157462_pilon	7187933	7242968	chromosome_8	1557834	1502777	55036	55058
scaffold9_size10157462_pilon	7243529	7282869	chromosome_8	1495691	1456371	39341	39321
scaffold9_size10157462_pilon	7282806	7312739	chromosome_8	1456251	1426296	29934	29956
scaffold9_size10157462_pilon	7313398	7325168	chromosome_8	1424799	1413023	11771	11777
scaffold9_size10157462_pilon	7335382	7359637	chromosome_8	1405005	1380753	24256	24253
scaffold9_size10157462_pilon	7365142	7407960	chromosome_8	1376087	1333264	42819	42824
scaffold9_size10157462_pilon	7408092	7411083	chromosome_8	1333163	1330178	2992	2986
scaffold9_size10157462_pilon	7411566	7422521	chromosome_8	1328339	1317374	10956	10966
scaffold9_size10157462_pilon	7422820	7426713	chromosome_8	1317273	1313384	3894	3890
scaffold9_size10157462_pilon	7427084	7470861	chromosome_8	1312432	1268636	43778	43797
scaffold9_size10157462_pilon	7471688	7487482	chromosome_8	1254979	1239176	15795	15804
scaffold9_size10157462_pilon	7487485	7499826	chromosome_8	1237870	1225503	12342	12368
scaffold9_size10157462_pilon	7504077	7776159	chromosome_8	1225380	953279	272083	272102
scaffold9_size10157462_pilon	7775815	7859347	chromosome_8	953707	870161	83533	83547
scaffold9_size10157462_pilon	7859602	7891372	chromosome_8	870060	838267	31771	31794
scaffold9_size10157462_pilon	7891296	7912437	chromosome_8	838410	817261	21142	21150
scaffold9_size10157462_pilon	7913422	7919914	chromosome_8	815329	808838	6493	6492
scaffold9_size10157462_pilon	7949952	7955361	chromosome_8	798837	793431	5410	5407
scaffold9_size10157462_pilon	7955321	7976604	chromosome_8	792932	771637	21284	21296
scaffold9_size10157462_pilon	7976614	8043387	chromosome_8	771675	704904	66774	66772
scaffold9_size10157462_pilon	8043753	8044322	chromosome_8	704283	703712	570	572
scaffold9_size10157462_pilon	8045398	8100241	chromosome_8	703611	648730	54844	54882
scaffold9_size10157462_pilon	8122361	8294802	chromosome_8	626876	454378	172442	172499
scaffold9_size10157462_pilon	8297460	8303299	chromosome_8	454401	448559	5840	5843
scaffold9_size10157462_pilon	8303280	8377726	chromosome_8	438558	364068	74447	74491
scaffold9_size10157462_pilon	8379279	8445416	chromosome_8	363967	297826	66138	66142
scaffold9_size10157462_pilon	8449960	8500025	chromosome_8	294524	244425	50066	50100
scaffold9_size10157462_pilon	8500026	8502376	chromosome_8	244324	241975	2351	2350
scaffold9_size10157462_pilon	8503572	8512200	chromosome_8	240914	232276	8629	8639
scaffold9_size10157462_pilon	8512406	8516588	chromosome_8	232175	227988	4183	4188
scaffold9_size10157462_pilon	8527546	8641585	chromosome_8	169565	55497	114040	114069
scaffold9_size10157462_pilon	8643698	8688614	chromosome_8	193	45116	44917	44924
scaffold16_size2319712_pilon	1383137	1388796	chromosome_8	192138	186479	5660	5660
scaffold1_size20154211_pilon	196182	196667	chromosome_8	3050681	3050180	486	502
scaffold1_size20154211_pilon	13364639	13368061	chromosome_8	45493	48915	3423	3423
scaffold1_size20154211_pilon	15902814	15903716	chromosome_8	2742139	2741227	903	913
scaffold1_size20154211_pilon	15903767	15906944	chromosome_8	2740722	2737545	3178	3178
scaffold6_size7605625_pilon	829188	829518	chromosome_8	4890550	4890880	331	331
scaffold6_size7605625_pilon	6600517	6602556	chromosome_8	4806420	4808459	2040	2040
scaffold6_size7605625_pilon	7413601	7413873	chromosome_8	3066045	3066320	273	276
scaffold6_size7605625_pilon	7553183	7559974	chromosome_8	3110921	3104129	6792	6793
scaffold6_size7605625_pilon	7562963	7593950	chromosome_8	3101930	3070942	30988	30989
scaffold28_size567115_pilon	34929	48041	chromosome_8	3065117	3052000	13113	13118
scaffold28_size567115_pilon	50177	58941	chromosome_8	3050077	3041288	8765	8790
scaffold28_size567115_pilon	61977	63125	chromosome_8	2786969	2785827	1149	1143
scaffold28_size567115_pilon	65274	73685	chromosome_8	3038035	3029614	8412	8422
scaffold28_size567115_pilon	76824	84110	chromosome_8	3027066	3019750	7287	7317
